tweet,Topic_0,Topic_1,Topic_2,Dominant_Topic,Perc_Dominant_Topic
technology use develop treat vih remember correctly go step testing rush sense,0.9379319548606873,0.027132932096719742,0.034935109317302704,Topic 0,0.94
face fraud charge role deceive customer effectiveness accuse falsify datum pay large bribe still trust science,0.02292926050722599,0.9561184644699097,0.02095230668783188,Topic 1,0.96
think drop people dead spot,0.5946876406669617,0.34826013445854187,0.05705221742391586,Topic 0,0.59
science also say natural_immunity strong amp reliable science say history thrombosis take thing strengthen clotti,0.5647938251495361,0.41344019770622253,0.02176598273217678,Topic 0,0.56
case state still record digit number rate grow news ago well vaccinate virus rate still climb seem problem,0.34360772371292114,0.022182127460837364,0.6342101097106934,Topic 2,0.63
die complication go become bucket,0.06037640571594238,0.8811019062995911,0.05852169916033745,Topic 1,0.88
partner stop buy family conspiracy theory get first hugely proud,0.21995191276073456,0.03355896845459938,0.7464891672134399,Topic 2,0.75
pathetic news network hurt viewer bad advertise kid,0.04136727377772331,0.9198771119117737,0.0387556254863739,Topic 1,0.92
thing go really wrong work sue government approve,0.04639820381999016,0.28687942028045654,0.6667224168777466,Topic 2,0.67
stand people insidious highly infectious airborne virus call keep lot safe become widely available,0.02424764446914196,0.10024494677782059,0.8755074143409729,Topic 2,0.88
recommend amount responsible thing want people aware ready get booster bit heavy second dose chill lethargic,0.020191818475723267,0.4925732910633087,0.4872349202632904,Topic 1,0.49
regardless status prevent severe disease old obese comorbiditie take young healthy think take,0.2039952278137207,0.38207992911338806,0.41392481327056885,Topic 2,0.41
make people throw fit get look even silly good big_bird company,0.03373568505048752,0.9356827735900879,0.030581509694457054,Topic 1,0.94
believe good defense also firmly believe make healthcare decision base good family,0.940995991230011,0.030467040836811066,0.028536969795823097,Topic 0,0.94
watch people actually get shoot nurse put hand arm get shoot shoot fake publicity stunt even good case photoshoppe flu,0.016392238438129425,0.9639460444450378,0.01966167613863945,Topic 1,0.96
issue requirement child reuter,0.433457612991333,0.07444009929895401,0.4921022653579712,Topic 2,0.49
people go court rule private business mandate,0.9086647629737854,0.047856561839580536,0.04347865656018257,Topic 0,0.91
note operate full capacity require proof pair valid photo access screening event visit blog info safety update,0.5580719709396362,0.019111406058073044,0.42281660437583923,Topic 0,0.56
fully functional brain see info come nearly side_effect single milder version,0.6458544731140137,0.31392163038253784,0.040223877876996994,Topic 0,0.65
anti flat earther green bay quarterback seek alternative treatment instead,0.9362320303916931,0.03249287232756615,0.03127507492899895,Topic 0,0.94
stop get stay home,0.11585930734872818,0.07304581254720688,0.8110948801040649,Topic 2,0.81
know even experimental fully test fully approve mainstream treatment treatment long,0.029186297208070755,0.938171923160553,0.03264179825782776,Topic 1,0.94
find measle effective developed urgency hard compare term check friend mom know,0.03528677672147751,0.215620756149292,0.7490924596786499,Topic 2,0.75
let mention fact number higher last year,0.6235926747322083,0.32863494753837585,0.0477723702788353,Topic 0,0.62
brilliant plan infect way say replace injection injection actually make sense think buck guess,0.9408462643623352,0.02660991996526718,0.032543815672397614,Topic 0,0.94
ever age must side_effect notice conspicuously put metal object,0.0435187965631485,0.2058381885290146,0.7506430149078369,Topic 2,0.75
become available small child want give kid asthma never sometimes thing othe,0.09916906803846359,0.46654218435287476,0.43428874015808105,Topic 1,0.47
make perfect sense approach,0.859322190284729,0.07217291742563248,0.06850486248731613,Topic 0,0.86
depend get personal immune assume already fairly similar context immune response study,0.6987902522087097,0.027354639023542404,0.273855060338974,Topic 0,0.7
understand virus shoot small seasonal shoot mandate,0.046211354434490204,0.044731706380844116,0.9090569615364075,Topic 2,0.91
metric endemic metric end indoor mask mandate pass negative effect policy medium demanding answer,0.5524471402168274,0.022886166349053383,0.42466670274734497,Topic 0,0.55
immunization use loosely technically count immunization make immune infection decrease chance catch treatment booster therapy,0.023428792133927345,0.023088548332452774,0.9534826278686523,Topic 2,0.95
comment stand speak right take help recover quickly people truth take work,0.49138039350509644,0.48089364171028137,0.027725957334041595,Topic 0,0.49
difficult nurse object receive due religious belief take case literally process take case,0.1993473768234253,0.4496021866798401,0.3510504364967346,Topic 1,0.45
line never say bleach think disinfectant work could nice would look treatment,0.02936195395886898,0.935675323009491,0.0349627286195755,Topic 1,0.94
care people get want tell business tell people,0.2369769811630249,0.724349319934845,0.038673680275678635,Topic 1,0.72
child receive first,0.08386000245809555,0.0839422345161438,0.8321977853775024,Topic 2,0.83
think hurry report trial investigate contract company,0.6015432476997375,0.0451274998486042,0.35332927107810974,Topic 0,0.6
rodger seek treatment instead cite allergy,0.893418550491333,0.05265112593770027,0.05393034964799881,Topic 0,0.89
say state give child age give green light,0.703776478767395,0.04175646975636482,0.25446707010269165,Topic 0,0.7
get today wing feel little sore give body extra protective boost keep healthy would throw garbage great,0.9549885392189026,0.022235795855522156,0.02277565561234951,Topic 0,0.95
true experience long lasting harm similar damage expect preventable disease measle dead significant,0.026561515405774117,0.3309941291809082,0.642444372177124,Topic 2,0.64
lie exactly status public knowledge entire time big deal get recover day,0.03159764036536217,0.6790375113487244,0.28936484456062317,Topic 1,0.68
let hope next aaron_rodger drop health comment,0.9072373509407043,0.04472546651959419,0.04803718999028206,Topic 0,0.91
agree position comfortable lying status,0.05987673997879028,0.4086769223213196,0.5314463376998901,Topic 2,0.53
datum fake era light,0.07329995930194855,0.8586487174034119,0.06805133074522018,Topic 1,0.86
get bingo card,0.08683332800865173,0.823098361492157,0.09006829559803009,Topic 1,0.82
antivaxxer agenda post get mean pro always ask care vaxxe care ask say everywhere,0.024775490164756775,0.9503551721572876,0.024869341403245926,Topic 1,0.95
main provider already overwork underpaid staff reach break point many,0.6995739936828613,0.03620665892958641,0.26421937346458435,Topic 0,0.7
trend twitter tweet get first dose kid age learn today would treat respect civility social medium,0.021077033132314682,0.02140064164996147,0.9575223922729492,Topic 2,0.96
prayer protect child amp wake,0.06311801075935364,0.05926806852221489,0.8776139616966248,Topic 2,0.88
receive,0.1681710183620453,0.16674740612506866,0.6650815606117249,Topic 2,0.67
even number almost likely cause heart issue prevent serious case boy leave aside injury poison kid assuage terror,0.018493512645363808,0.9630838632583618,0.018422631546854973,Topic 1,0.96
study find report usually mild moderate test flu amp shot,0.032610367983579636,0.032853927463293076,0.9345356822013855,Topic 2,0.93
federal_appeal_court freeze rule company,0.8561897277832031,0.07426067441701889,0.06954959034919739,Topic 0,0.86
science recover immunity need recover still consider unvaxxed require observe rule make,0.028809208422899246,0.9365061521530151,0.034684620797634125,Topic 1,0.94
realize used help sow chaos people follow comment,0.7004411220550537,0.25977879762649536,0.039780113846063614,Topic 0,0.7
already metastasie persuade public health provide primary care pharmacy immunize targeted support,0.9443649649620056,0.027316641062498093,0.02831837348639965,Topic 0,0.94
injure feel abandon government tell shoot safe children health defense,0.3636023998260498,0.60132896900177,0.03506867215037346,Topic 1,0.6
lie status lie doctor tell prevent get mean homeopathic doctor,0.0333329513669014,0.9341949224472046,0.03247210010886192,Topic 1,0.93
injury,0.16674932837486267,0.6665074825286865,0.1667432337999344,Topic 1,0.67
keep introduce school affect kid attend private school mask mandate place use child political pawn,0.8689655065536499,0.024387028068304062,0.10664749145507812,Topic 0,0.87
accord recent study likely die infection vaxxe roughly statistical difference career int rate aaron_rodger mitch trubisky,0.022963572293519974,0.02021772600710392,0.956818699836731,Topic 2,0.96
add testing know measure feed family would trust,0.04991864785552025,0.9099305868148804,0.04015079140663147,Topic 1,0.91
,0.3333333432674408,0.3333333432674408,0.3333333432674408,Topic 0,0.33
nope decade provide true immunity even decade get prevent spread symptom spread,0.02714350074529648,0.9455355405807495,0.0273209810256958,Topic 1,0.95
additional offer certain group person begin next week divulge information update,0.4711177945137024,0.029840558767318726,0.4990416169166565,Topic 2,0.5
get ill basically people pre survive give child company create seek assurance hold account,0.35159119963645935,0.02807452902197838,0.620334267616272,Topic 2,0.62
disenrolle student class comply university requirement,0.047768861055374146,0.04883132502436638,0.9033998250961304,Topic 2,0.9
many parent eager line first clinic young child clinic today check child get shoot,0.02269817143678665,0.023119596764445305,0.9541822075843811,Topic 2,0.95
know efficacy mean right think efficacy say,0.04507335647940636,0.9102961421012878,0.04463053122162819,Topic 1,0.91
thing today fall right gullible enough buy year trump lunacy nonsense people,0.7180682420730591,0.25319454073905945,0.02873721346259117,Topic 0,0.72
people die year last year think plan well work,0.9043484926223755,0.04744134843349457,0.048210155218839645,Topic 0,0.9
even kill people thank get recommend good enough stuff people would take third know people would ability,0.020303869619965553,0.9580516815185547,0.021644439548254013,Topic 1,0.96
even number almost likely cause heart issue prevent serious case boy leave aside injury poison kid terror,0.01958799548447132,0.9609055519104004,0.019506404176354408,Topic 1,0.96
see last night physician explain detail work fear protein dna repair occur see lab show watch,0.026764951646327972,0.8514803051948547,0.1217547059059143,Topic 1,0.85
infect stop people get seriously wear mask protect people refuse stop,0.3930976986885071,0.03631449118256569,0.5705878138542175,Topic 2,0.57
work increase ostrich sand syndrome,0.8837154507637024,0.05911595746874809,0.05716858431696892,Topic 0,0.88
many people much small risk acknowledge would way force include teen year_old vaxxe lying create distrust,0.10102832317352295,0.10750965774059296,0.7914620041847229,Topic 2,0.79
kill people small pox bring small pox else,0.03841237723827362,0.04017629101872444,0.9214113354682922,Topic 2,0.92
product need constant regular top family fully amp take month enough many recover take protec,0.0222861859947443,0.9556221961975098,0.022091662511229515,Topic 1,0.96
recovered sufficient antibody certificate,0.46230757236480713,0.470242977142334,0.06744948029518127,Topic 1,0.47
aaron_rodger go full qanon go back question wake mob great people still get safe come manufacturer full immunity,0.02548285201191902,0.11474261432886124,0.8597745299339294,Topic 2,0.86
sure understand year long scientifically prove far dangerous actually care side_effect,0.4569118022918701,0.5106544494628906,0.032433778047561646,Topic 1,0.51
start go,0.12690848112106323,0.13950340449810028,0.7335880994796753,Topic 2,0.73
block claim contain satanic marker,0.1938670128583908,0.28514501452445984,0.5209879875183105,Topic 2,0.52
use fuzzy math distribution begin administer fully vaccinate people total pop,0.9354035258293152,0.034601349383592606,0.0299951434135437,Topic 0,0.94
really misinform need list prevent spread communicable disease ask statistic specifically country reduce spread cov,0.02204861491918564,0.026771893724799156,0.9511794447898865,Topic 2,0.95
covid case people table get blame immunise available,0.03809531778097153,0.9222297072410583,0.039674948900938034,Topic 1,0.92
partner put watch kid learn pretty good idea,0.0393444187939167,0.31867650151252747,0.6419790983200073,Topic 2,0.64
go strange flu season measure place reduce flu infection hard predict strain need go even may well season,0.1554243117570877,0.3899988830089569,0.4545767903327942,Topic 2,0.45
know talk much recently want let know get well tweet know real anyway go,0.023543942719697952,0.48491528630256653,0.4915407598018646,Topic 2,0.49
whack job think autism magnetize people,0.051163215190172195,0.9002012014389038,0.048635561019182205,Topic 1,0.9
check trump say child need strong,0.4916473925113678,0.09016069024801254,0.41819193959236145,Topic 0,0.49
need keep put experimental shit body cause want give year_old kid proper testing scre,0.42114976048469543,0.553196132183075,0.025654105469584465,Topic 1,0.55
much hate must people heart biden kill people ignore make political issue trump kill biden save world get,0.6397379636764526,0.021865729242563248,0.338396281003952,Topic 0,0.64
good shirt pass may wear mo,0.049314286559820175,0.04926905408501625,0.9014166593551636,Topic 2,0.9
opportunity click,0.11218172311782837,0.11203064024448395,0.7757876515388489,Topic 2,0.78
aaron_rodger lose endorsement deal admit,0.059433743357658386,0.06010981649160385,0.8804565072059631,Topic 2,0.88
family issue literally tear parent marriage definitely good listening republican borderline debate literally doctor genuinely entertain thing go life,0.9617385268211365,0.018165400251746178,0.020096074789762497,Topic 0,0.96
begin pandemic world population die worth ruin people life include yout,0.9357057213783264,0.029619215056300163,0.034675054252147675,Topic 0,0.94
outpace president confirm circuit court issue rule traveler require proof full amp negati,0.1725958287715912,0.09262287616729736,0.7347812652587891,Topic 2,0.73
pfizer trial compromise,0.8206174969673157,0.08354419469833374,0.09583833068609238,Topic 0,0.82
already percent unable hospitalize die change fact people die mask wear,0.6617773175239563,0.04652576148509979,0.2916969060897827,Topic 0,0.66
criminal even affect child seasonal flu dangerous let inject experimental mask sad sad real,0.47045889496803284,0.026252686977386475,0.5032883882522583,Topic 2,0.5
,0.3333333432674408,0.3333333432674408,0.3333333432674408,Topic 0,0.33
family family guy,0.8255128264427185,0.09076449275016785,0.08372267335653305,Topic 0,0.83
provide actual immunity virus decade good thing provide immunity virus still contract spread,0.025994092226028442,0.9461491703987122,0.027856716886162758,Topic 1,0.95
ontario nursing home achieve cent staff,0.05601251497864723,0.0490492507815361,0.8949382305145264,Topic 2,0.89
let secure health amp safety nation child school already mandate staff add list student amp staff physical heal,0.5538744330406189,0.019471770152449608,0.4266537129878998,Topic 0,0.55
join perform art organization country require guest provide proof photo attend performance mask also require,0.024327294901013374,0.021497104316949844,0.954175591468811,Topic 2,0.95
court appeal judge issue latest mandate state apply permanent halt,0.9374514818191528,0.03119182586669922,0.03135666996240616,Topic 0,0.94
set deadline,0.11162129044532776,0.7769428491592407,0.1114359050989151,Topic 1,0.78
also deeply skeptical single hospital total icu let alone campaign month,0.5006094574928284,0.028798658400774002,0.47059187293052673,Topic 0,0.5
claim completely reduce chance infection reduce lot reduceschance die hospital track ask think,0.028698621317744255,0.13140316307544708,0.8398982286453247,Topic 2,0.84
promise end sickness maintain people want never become mandate,0.5579389929771423,0.40517669916152954,0.036884307861328125,Topic 0,0.56
die become ill live excruciate pain keep medically induce coma month tell start ask,0.07062303274869919,0.34895122051239014,0.5804257392883301,Topic 2,0.58
must watch pure evil injure datum exclude report late case panic,0.11450830101966858,0.7730525732040405,0.11243908852338791,Topic 1,0.77
die day lose life unvaccinate high level math vaccination derisk possibility severe illness death get,0.023252837359905243,0.02240736223757267,0.9543398022651672,Topic 2,0.95
family never get always maybe time stop push efficiency leave virus fight maybe many people susce,0.02082906663417816,0.9560152292251587,0.023155733942985535,Topic 1,0.96
number sure atkristen funny capital letter acronym talk talk op test,0.02793304994702339,0.031078122556209564,0.9409888386726379,Topic 2,0.94
must read hesitant get think ok abuse people provide care love,0.9361569285392761,0.033926792442798615,0.029916265979409218,Topic 0,0.94
study find death report adverse reaction consistent causal death,0.03731304407119751,0.03935524821281433,0.9233317375183105,Topic 2,0.92
get anyway still antibody get expose month initial body make antibody design meanwhile wither month get need think,0.01985384151339531,0.5183179378509521,0.46182817220687866,Topic 1,0.52
opinion pretty awful interview challenge view ask question expand pepper,0.031303949654102325,0.9308462142944336,0.03784976899623871,Topic 1,0.93
still say loud year later real airborne mask effective work last year trend year trend prove effective study false retract,0.9583180546760559,0.018145622685551643,0.023536311462521553,Topic 0,0.96
vaccinate child already,0.10708285123109818,0.08460064977407455,0.8083164691925049,Topic 2,0.81
miss clue tonight tomorrow matinee also special surprise appearence ticket gofan must show card take hour prior enter marquis perform art center,0.016666438430547714,0.2905898988246918,0.692743718624115,Topic 2,0.69
confused unprotecte sex aid exist yet scared get lmao,0.9235008358955383,0.04033523052930832,0.036163948476314545,Topic 0,0.92
unethical push young healthy cohort fully advise especially child amp young adult risk unethical,0.16063469648361206,0.02726779319345951,0.8120974898338318,Topic 2,0.81
would put danger accord high percentage protection also natural_immunity also assume vaccinate,0.7642183303833008,0.030610904097557068,0.20517079532146454,Topic 0,0.76
screaming scream already require many aspect life guess miss entire point,0.2865660488605499,0.03163149580359459,0.6818024516105652,Topic 2,0.68
rude simple observation easily exempt test choose risk take away choice safe,0.028938841074705124,0.941551685333252,0.029509469866752625,Topic 1,0.94
meningococcal life threaten infection advocate decide vaccinate read full story,0.7961357235908508,0.03136526420712471,0.17249895632266998,Topic 0,0.8
mer quickly develop vector rather human vector use,0.9239082932472229,0.038595449179410934,0.037496261298656464,Topic 0,0.92
time child approval tmz,0.06833206862211227,0.07002757489681244,0.8616403937339783,Topic 2,0.86
try convey people much hypocrisy people say thing want,0.16588108241558075,0.7926977872848511,0.04142112284898758,Topic 1,0.79
think require month shot get alone give antibody last year mix think,0.5533573627471924,0.1214151531457901,0.3252274692058563,Topic 0,0.55
common way spread household example wife get give husband wife husband dy fully vaxxe reduce risk,0.685408890247345,0.025303497910499573,0.28928765654563904,Topic 0,0.69
,0.3333333432674408,0.3333333432674408,0.3333333432674408,Topic 0,0.33
report trial investigate contract company download app read,0.91492760181427,0.0393541119992733,0.04571826756000519,Topic 0,0.91
work still amp spread benefit sometimes symptom trigger true immunity even last,0.028384657576680183,0.943884015083313,0.02773134410381317,Topic 1,0.94
good thing get first booster go make day get,0.038562919944524765,0.13310489058494568,0.8283321857452393,Topic 2,0.83
nee use passport else unvaccinated mingle together therefore risk transmission stop necessarily positive,0.025433391332626343,0.5923863649368286,0.38218027353286743,Topic 1,0.59
,0.3333333432674408,0.3333333432674408,0.3333333432674408,Topic 0,0.33
possible health truly care people appreciate stuff dewormer butt instead get scientifically prove effective tiny,0.953978419303894,0.023469284176826477,0.022552309557795525,Topic 0,0.95
want thorough also point immune financial liability suffer induce med bill count also hospitalize,0.023650042712688446,0.026149127632379532,0.9502008557319641,Topic 2,0.95
notice stillbirth surge available virus would start decompose cause infant death available make sure pregnant pregnant,0.020854756236076355,0.023129861801862717,0.956015408039093,Topic 2,0.96
get heart problem contract,0.07306648045778275,0.8520358204841614,0.0748976543545723,Topic 1,0.85
adverse report mean adversity death cause critical point keep get lose number self report highly,0.022071802988648415,0.024237997829914093,0.953690230846405,Topic 2,0.95
effective prevent severe virus cause research also show effective prev,0.0992891788482666,0.04209532588720322,0.8586154580116272,Topic 2,0.86
people piss make sense whatsoever administration would force healthy people decide want many ppl make decision,0.37739482522010803,0.601718544960022,0.020886581391096115,Topic 1,0.6
correct wrong stop contract spread government push old save,0.03454594686627388,0.05416993796825409,0.9112841486930847,Topic 2,0.91
safety participant year study safety study safety study approve,0.036763470619916916,0.03443493694067001,0.9288015365600586,Topic 2,0.93
parent previous question oppose testing medication child testing,0.6457714438438416,0.03937201946973801,0.31485652923583984,Topic 0,0.65
child age begin receive pfizer,0.058445125818252563,0.055845726281404495,0.8857091665267944,Topic 2,0.89
seem progressive want keep perpetual state fear clamor inject body end time,0.4302818179130554,0.5416574478149414,0.02806066907942295,Topic 1,0.54
child age able prepare make available kid,0.04377129301428795,0.5240569114685059,0.4321718215942383,Topic 1,0.52
family wait appointment child even check hungry leave even schedule appointment,0.6750393509864807,0.26561906933784485,0.059341561049222946,Topic 0,0.68
effective prevent symptomatic virus cause dose also effective preventing,0.03598456457257271,0.04589258134365082,0.9181228876113892,Topic 2,0.92
double check,0.11416199058294296,0.11159573495388031,0.7742422819137573,Topic 2,0.77
periodically post vidoe page attempt explain corrupt government bad fake usually largely ignore,0.025455864146351814,0.9371582865715027,0.03738584369421005,Topic 1,0.94
never mind lie status press public go podcast misinformation take solid,0.029813319444656372,0.9406599998474121,0.02952672727406025,Topic 1,0.94
key architect technology argue strategy work global summit,0.9231690764427185,0.038496363908052444,0.038334496319293976,Topic 0,0.92
love say walk away survivor day later still free,0.035518620163202286,0.9251521825790405,0.03932926431298256,Topic 1,0.93
officer worker mandatory necessary stop spread want comply,0.03838779404759407,0.9115902185440063,0.0500219464302063,Topic 1,0.91
wait last month know protection way know person infect testing use mandate money reason pha,0.031928595155477524,0.9440078735351562,0.024063510820269585,Topic 1,0.94
surge fall short,0.08769286423921585,0.8143147826194763,0.09799238294363022,Topic 1,0.81
doctor trial show back little immunity second therefore government know,0.22412043809890747,0.7310448884963989,0.0448346883058548,Topic 1,0.73
big_bird get today never amuse today watch bunch middle age white man rage,0.024646757170557976,0.7936685085296631,0.1816847324371338,Topic 1,0.79
treat stupidity realise people die right literally nearly likely take year life potentially life change eve,0.03392408415675163,0.6102383136749268,0.3558376133441925,Topic 1,0.61
never mandate exemption due previous reaction underlie science stop spread misinformation,0.34439533948898315,0.6223529577255249,0.03325170278549194,Topic 1,0.62
extremely mild,0.11130858957767487,0.11431770026683807,0.7743737697601318,Topic 2,0.77
give population complete,0.8282207250595093,0.0834280326962471,0.08835121244192123,Topic 0,0.83
big_bird official account share character get today qmaga think kermit talk,0.03121347911655903,0.3429025709629059,0.6258839964866638,Topic 2,0.63
ask employer hold line mandate likely win court go wake back likely prevail,0.20883990824222565,0.026194412261247635,0.7649656534194946,Topic 2,0.76
still pas even dummy,0.07109805196523666,0.4315042495727539,0.49739769101142883,Topic 2,0.5
absolutely wicked break proof prior definition allow people claim,0.03495490550994873,0.9101670980453491,0.05487796291708946,Topic 1,0.91
little yo get first shot today adequately describe sense relief,0.03312722593545914,0.033906713128089905,0.9329660534858704,Topic 2,0.93
multiple time likely good amount antibody natural_immunity need need right anyways,0.029729926958680153,0.9390343427658081,0.03123575448989868,Topic 1,0.94
,0.3333333432674408,0.3333333432674408,0.3333333432674408,Topic 0,0.33
human history efficacy reduce chance get particularly bad long spread roughly free stop take medical advice podcaster,0.35494381189346313,0.37201589345932007,0.2730402648448944,Topic 1,0.37
profoundly disagree discourage get explain reason choice time think prevent get spreading,0.028669988736510277,0.9434373378753662,0.027892665937542915,Topic 1,0.94
deal end emergent biosolution maker,0.0575852245092392,0.4226323068141937,0.5197824835777283,Topic 2,0.52
return mighty duck due disney mandate,0.23684647679328918,0.04968532919883728,0.7134681940078735,Topic 2,0.71
take guarantee hospitalize die,0.8485556840896606,0.0752670168876648,0.07617730647325516,Topic 0,0.85
go pin name may vary currently use pronoun stay safe feel free dm whenever follow area restriction get,0.9578684568405151,0.022408870980143547,0.019722720608115196,Topic 0,0.96
emotion collectively miss life day see reaction parent news kid age get shoot bring reality kid get kid,0.018753966316580772,0.020711254328489304,0.9605347514152527,Topic 2,0.96
cry first find thinking would end death madness lockdown restriction cry sadness hearing injury coercion exist force unwilling,0.018528543412685394,0.2634858787059784,0.7179855108261108,Topic 2,0.72
comment way farm staying decision,0.07494394481182098,0.05995072424411774,0.865105390548706,Topic 2,0.87
make sense would company whole business predicate health wellness pay idiotic jackoff think stuff prove ineffective treatment horse dewormer butt well take actual prove effect,0.5930566787719727,0.015457980334758759,0.3914853036403656,Topic 0,0.59
decision odd people believe well qualify decide efficacy actual medical professional,0.6417185068130493,0.10914122313261032,0.24914026260375977,Topic 0,0.64
virus traditional deaden version virus food appr,0.0434902161359787,0.043713510036468506,0.9127963185310364,Topic 2,0.91
state example last plague would spanish flu treatment go away,0.1619766354560852,0.8055399060249329,0.03248346969485283,Topic 1,0.81
thing ppl still wear mask even get would like little cold chance die next none,0.38559943437576294,0.027002302929759026,0.5873982906341553,Topic 2,0.59
seem elderly double jabbed still able suffer immensely contract actually protect vulnerable unjabbed care home staff quit law come,0.022761406376957893,0.5089453458786011,0.4682932496070862,Topic 1,0.51
prevent get transmitting,0.08477658778429031,0.8285216093063354,0.08670177310705185,Topic 1,0.83
many country mandate figured thing stop spread pay attention name covidanalyst,0.030907412990927696,0.2110632359981537,0.7580293416976929,Topic 2,0.76
,0.3333333432674408,0.3333333432674408,0.3333333432674408,Topic 0,0.33
block biden cite grace statutory constitutional concern biden schedule effect,0.936139702796936,0.03225433826446533,0.03160592168569565,Topic 0,0.94
actually example understand percentage chance child die get pretty good odd risk develop permanent,0.0290343277156353,0.026162264868617058,0.9448034167289734,Topic 2,0.94
cancel culture rather example side wildly different thought importance parting way exactly say nuance say word cancel appearance show,0.9647010564804077,0.018279889598488808,0.017019007354974747,Topic 0,0.96
really think coincidence definition pandemic change amp legislation necessary allow scam take place legislation allow,0.023457646369934082,0.9547770023345947,0.021765390411019325,Topic 1,0.95
awkward know stop catch prevent vulnerable people become gravely recently recover grateful,0.02689446322619915,0.9437999725341797,0.02930551953613758,Topic 1,0.94
approve yet put yet approve available,0.054373424500226974,0.05623247101902962,0.8893941044807434,Topic 2,0.89
get early year efficacy get,0.06261427700519562,0.8772294521331787,0.06015625596046448,Topic 1,0.88
even though get keep job also flu people die know depopulation side_effect,0.028338052332401276,0.9434438943862915,0.02821805141866207,Topic 1,0.94
know immunity contract wane time hence fact people contract,0.03443741798400879,0.9302928447723389,0.035269737243652344,Topic 1,0.93
lose staff deadline would think school teacher would act responsibly talk northern river area responsibility,0.022671591490507126,0.9555184841156006,0.021809926256537437,Topic 1,0.96
spokesman insurance company refuse,0.07083196938037872,0.06747535616159439,0.8616927266120911,Topic 2,0.86
,0.3333333432674408,0.3333333432674408,0.3333333432674408,Topic 0,0.33
year_old exist health condition die also stop spread protect give vulnerable kid chance get sick,0.6065791845321655,0.07371523976325989,0.3197055757045746,Topic 0,0.61
also give education simple language still contract even,0.9110097289085388,0.04752478376030922,0.04146551713347435,Topic 0,0.91
give adult shoot approve,0.26969319581985474,0.28506365418434143,0.44524312019348145,Topic 2,0.45
many fantasy football drs twitt follow football injury ask opinion,0.032330360263586044,0.9355716109275818,0.03209805488586426,Topic 1,0.94
fiscal year pay demand,0.1700316071510315,0.09514616429805756,0.7348222732543945,Topic 2,0.73
people trust protect trust protect night,0.894234299659729,0.05562523379921913,0.050140511244535446,Topic 0,0.89
new population need build immunity also compare measle effective yet,0.03971974551677704,0.5596931576728821,0.4005870819091797,Topic 1,0.56
much cheap afraid science make afraid science include treatment stem cell help,0.030248312279582024,0.9428344368934631,0.026917248964309692,Topic 1,0.94
nee merge state log app also hold detail,0.9165159463882446,0.03975791484117508,0.043726105242967606,Topic 0,0.92
disenrolle student class comply university requirement,0.04776885733008385,0.04882793873548508,0.9034032225608826,Topic 2,0.9
great stat speak smatter statement regard inexcusable short asshole forever,0.9386186599731445,0.030932487919926643,0.03044886700809002,Topic 0,0.94
think maybe belief tell maybe smart let mandate prevent get prevent spread say,0.03322189301252365,0.9372705221176147,0.02950756624341011,Topic 1,0.94
change mandate affect net,0.8520348072052002,0.08013252913951874,0.06783268600702286,Topic 0,0.85
support concern,0.5076190829277039,0.37276318669319153,0.1196177527308464,Topic 0,0.51
simply people aicsaf professional want realize drug make approve mistake mistake hold accountable,0.9412804841995239,0.03187604993581772,0.02684345468878746,Topic 0,0.94
kill people trump kill biden incompetence,0.4953477382659912,0.059016838669776917,0.44563546776771545,Topic 0,0.5
design reduce severity mask social public safety clearly cure idiocy bad rate,0.02835485339164734,0.03352808952331543,0.9381170272827148,Topic 2,0.94
give healthy young child insane anti,0.6731037497520447,0.04890644550323486,0.27798980474472046,Topic 0,0.67
ask card luckily expect,0.0681939497590065,0.8597123026847839,0.07209371775388718,Topic 1,0.86
nearly live see day,0.07534021884202957,0.06865444779396057,0.8560053110122681,Topic 2,0.86
similar survival rate year half population take flavor offer safe decade big,0.9424340724945068,0.02694070339202881,0.030625218525528908,Topic 0,0.94
aaron_rodger debacle keep get uglier palmer report,0.04557675123214722,0.04494141414761543,0.9094818234443665,Topic 2,0.91
want remind friend go see slider perform evening social distance wear mask hear never receive allotment,0.020288225263357162,0.023435324430465698,0.9562764763832092,Topic 2,0.96
find coworker use religious exemption get get trust yet,0.9132575392723083,0.049142953008413315,0.03759946674108505,Topic 0,0.91
people prior also benefit,0.42934998869895935,0.4969366192817688,0.07371336966753006,Topic 1,0.5
child represent trust science kid need,0.05063295364379883,0.8658707737922668,0.08349622786045074,Topic 1,0.87
sure common symptom get shoot,0.05654983967542648,0.8830451965332031,0.060404956340789795,Topic 1,0.88
high demand ambulance due injured patient die unfortunately happen rush usually take year research month time sad,0.959672212600708,0.019689107313752174,0.020638752728700638,Topic 0,0.96
state least people hospital due include people fully people fully unknown status,0.4476889669895172,0.5138086676597595,0.03850231319665909,Topic 1,0.51
family live thinking go apparently certificate test certificate costing person look detail know detail,0.023207535967230797,0.9525078535079956,0.02428457885980606,Topic 1,0.95
get today sure get safe amp effective wish twitter would treat beloved feathered friend respect amp civility amp kindness,0.017819907516241074,0.018630655482411385,0.9635494351387024,Topic 2,0.96
parent,0.1906212419271469,0.16677500307559967,0.6426037549972534,Topic 2,0.64
whole mandate remind,0.10132825374603271,0.08615469187498093,0.8125170469284058,Topic 2,0.81
